"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","response","stimulus","timeout","failed_images","failed_audio","failed_video","trial_phase","repeated","correct","choice_images","correct_image","choice","slider_start"
"","null","image-keyboard-response","279","2.0.0","390961","p920knkg1w3","trex","null","stimuli\STATE\USED\Sapple2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","280","2.0.0","391464","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","281","2.0.0","393467","p920knkg1w3","trex","null","stimuli\EXEMPLAR\USED\Eguitar1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","282","2.0.0","393969","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","283","2.0.0","395972","p920knkg1w3","trex","null","stimuli\EXEMPLAR\USED\Escroll2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","284","2.0.0","396474","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","285","2.0.0","398478","p920knkg1w3","trex","null","stimuli\STATE\USED\Sdoughhands1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","286","2.0.0","398980","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","287","2.0.0","400983","p920knkg1w3","trex","null","stimuli\STATE\USED\Srainbowslice2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","288","2.0.0","401486","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","289","2.0.0","403489","p920knkg1w3","trex","null","stimuli\EXEMPLAR\USED\Etrowel2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","290","2.0.0","403991","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","291","2.0.0","405995","p920knkg1w3","trex","null","stimuli\EXEMPLAR\USED\Escroll2.jpg","","","","","Memory","true","null","","","",""
"","null","html-keyboard-response","292","2.0.0","406498","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","293","2.0.0","408501","p920knkg1w3","trex","null","stimuli\EXEMPLAR\USED\Econe2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","294","2.0.0","409003","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","295","2.0.0","411006","p920knkg1w3","trex","null","stimuli\EXEMPLAR\USED\Eteapot1.JPG","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","296","2.0.0","411509","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","297","2.0.0","413512","p920knkg1w3","trex","null","stimuli\STATE\USED\Sseats2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","298","2.0.0","414016","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","299","2.0.0","416019","p920knkg1w3","trex","null","stimuli\EXEMPLAR\USED\Eturtle1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","300","2.0.0","416522","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","301","2.0.0","418524","p920knkg1w3","trex","null","stimuli\EXEMPLAR\USED\Ehanger1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","302","2.0.0","419027","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","303","2.0.0","421030","p920knkg1w3","trex","null","stimuli\STATE\USED\Spadlock2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","304","2.0.0","421532","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","305","2.0.0","423536","p920knkg1w3","trex","null","stimuli\EXEMPLAR\USED\Etoyhand1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","306","2.0.0","424038","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","307","2.0.0","426041","p920knkg1w3","trex","null","stimuli\EXEMPLAR\USED\Emuffin2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","308","2.0.0","426544","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","309","2.0.0","428548","p920knkg1w3","trex","null","stimuli\STATE\USED\Sumbrella1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","310","2.0.0","429051","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","311","2.0.0","431053","p920knkg1w3","trex","null","stimuli\EXEMPLAR\USED\Etongs2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","312","2.0.0","431556","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","1191","html-button-response","313","2.0.0","432749","p920knkg1w3","trex","0","Are you still there?","","","","","Attention Check","","","","","",""
"","null","image-keyboard-response","314","2.0.0","434751","p920knkg1w3","trex","null","stimuli\EXEMPLAR\USED\Eelectricbass1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","315","2.0.0","435253","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","316","2.0.0","437256","p920knkg1w3","trex","null","stimuli\EXEMPLAR\USED\Elei1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","317","2.0.0","437759","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","318","2.0.0","439762","p920knkg1w3","trex","null","stimuli\STATE\USED\Saccordionsmall1.JPG","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","319","2.0.0","440264","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","1094","image-keyboard-response","320","2.0.0","442268","p920knkg1w3","trex"," ","stimuli\STATE\USED\Snapkins2.jpg","","","","","Memory","false","false","","","",""
"","null","html-keyboard-response","321","2.0.0","442771","p920knkg1w3","trex","null","<div style=""font-size:60px; color: red;"">+</div>","","","","","","","","","","",""
